SITE NAME,GLOBAL ID,SITE_TYPE,STATUS,ADDRESS,CITY,LATITUDE,LONGITUDE
RESIDUAL RECOVERY GROUP,T10000009974,LAND DISPOSAL SITE,OPEN - ACTIVE,7325 EDISION AVENUE,ONTARIO,33.99571,-117.64334
"RESOURCE RENEWAL TECHNOLOGY, INC.",T10000002069,LAND DISPOSAL SITE,OPEN - INACTIVE,"NE 1/4 OF SECTION 8, T11N, R23W, SBB&M",MARICOPA,35.05856125,-119.3569708
REYNOLD CONSUMER PRODUCTS CLASS III LANDFILL,L10001532499,LAND DISPOSAL SITE,OPEN - CLOSING/WITH MONITORING,1000 DIAMOND AVE,RED BLUFF,40.15251,-122.2093
RH ACQUISITION/ REDHAWK,L10002111846,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,REDHAWK PARKWAY,TEMECULA,33.47204583,-117.0930576
RIALTO LANDFILL,L10003578552,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,SANTA ANA,RIALTO,34.0536,-117.3592
RICHMOND POND SITE,L10009353957,LAND DISPOSAL SITE,OPEN,940 HENSLEY,RICHMOND,37.945528,-122.368551
RIDGECREST/INYOKERN LANDFILL,L10005485793,LAND DISPOSAL SITE,OPEN - OPERATING,5 MI SW OF RIDGECREST,RIDGECREST,35.60176472,-117.7391052
RINCON DISPOSAL - CONOCO,T10000005506,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,3 MILES NORTH OF VENTURA,VENTURA,34.31080497,-119.3514428
RIO SANTIAGO IWDF,T10000003698,LAND DISPOSAL SITE,OPEN - OPERATING,6145 E. SANTIAGO CANYON ROAD,ORANGE,33.8114623,-117.7956062
RIO VISTA LANDFILL,L10004096260,LAND DISPOSAL SITE,OPEN,AIRPORT,RIO VISTA,38.17747181,-121.6892725
RIPPERDAN/COTTONWOOD CRK LANDF,L10009731096,LAND DISPOSAL SITE,OPEN,CORNER RD 7 AND RD 21,RIPPERDAN,36.851211,-120.164686
RISING STAR WASTE ROCK CONTAINMENT FACILITY,T10000008855,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,SECTION 21 T34N R3W,JONES VALLEY,40.80133576,-122.202301
RIVER RANCH CORONA GREENWASTE (CLOSED),L10001776127,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,14545 RIVER RD.,CORONA,33.9277,-117.6011
RIVERSIDE SAND CO. DISPOSAL,L10009386772,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,6800 VAN BUREN,RIVERSIDE,33.968951,-117.468963
ROADWAY EXPRESS,L10002522286,LAND DISPOSAL SITE,OPEN - INACTIVE,18298 SLOVER AVE,BLOOMINGTON,34.06313745,-117.4051271
ROARING CANYON STORAGE SITE,T10000005530,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,13 ROARING CANYON ROAD,SANTA CATALINA ISLAND,33.33055667,-118.3127234
ROBERT WEESE FILTRATION PLANT LANDFILL,L10006762457,LAND DISPOSAL SITE,OPEN - OPERATING,3885 SILVERLEAF,VISTA,33.241178,-117.166909
ROBERTS AVENUE LANDFILL,L10005320107,LAND DISPOSAL SITE,PRE-TITLE 27 CAI - CLOSED/WITH MONITORING,ROBERTS AVENUE,SAN JOSE,37.32754651,-121.8595576
ROBERTSON RANCH PARCEL 1,L10001039207,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,EL CAMINO REAL & CALAVERAS DR.,CARLSBAD,33.14574413,-117.2840309
ROBERTSONS READY MIX TEMPORARY SURFACE IMPOUNDMENT,L10006954570,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,8383 ALABAMA,REDLANDS,34.099055,-117.208744
ROCK CREEK LANDFILL,L10001327064,LAND DISPOSAL SITE,OPEN - OPERATING,12021 HUNT ROAD,MILTON,38.03478751,-120.8416356
ROSE HILLS LANDFILL,T10000004512,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,3854 ROBERTA STREET,MONTECITO HEIGHTS,34.08620988,-118.1973855
ROSE HILLS MEMORIAL LANDFILL,T10000009078,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,3888 WORKMAN MILL ROAD,WHITTIER,34.00742,-118.02329
ROSEVILLE LANDFILL,L10004609468,LAND DISPOSAL SITE,OPEN,BERRY,ROSEVILLE,38.76240655,-121.2611115
ROSEVILLE SANITARY LANDFILL,SLT5SB073546,LAND DISPOSAL SITE,OPEN,BERRY ROAD,ROSEVILLE,38.76215558,-121.2611115
ROYAL BOULEVARD LANDFILL,T10000003363,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,20950 S. ROYAL BOULEVARD,TORRANCE,33.83975709,-118.2947946
ROYAL MOUNTAIN KING MINE,T10000013209,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,4461 ROCK CREEK,COPPEROPOLIS,38.01996,-120.70097
ROYAL MT KING MINE -MINE WASTE,L10005450852,LAND DISPOSAL SITE,OPEN,4461 ROCK CREEK,COPPEROPOLIS,38.018294,-120.748966
ROYSTER TIRE FACILITY,L10002760823,LAND DISPOSAL SITE,OPEN,29425 MACARTHUR,TRACY,37.687176,-121.416286
RUBE ST. CLAIR MINE,T10000016224,LAND DISPOSAL SITE,UNKNOWN,6 MILES SOUTHWEST OF SIERRAVILLE,SIERRAVILLE,39.55328,-120.25127
RUBE TUCKER LANDFILL (CLOSED),T10000011658,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,RADIO ROAD AND QUARRY STREET,CORONA,33.87604,-117.54402
RUBE TUCKER LANDFILL - NORTH,L10003130170,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,1345 QUARRY ST.,CORONA,33.87763673,-117.5437744
RUDOLPH MUD SUMP,T10000005082,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,SOUTH MOUNTAIN,SANTA PAULA,34.3333335,-119.0176023
RUDOLPH TRUCKING MUD SUMP,T10000004877,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,1 MILE SOUTH OF SANTA PAULA ON NORTH SLOPE OF SOUTH MOUNTAIN,SANTA PAULA,34.3392198,-119.0459507
RULLO,T10000009328,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,6300 ALONDRA BLVD.,PARAMOUNT,33.88791,-118.18632
RUSSELL MOE LANDFILL,T10000003405,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,12087 AND 12089 LOPEZ CANYON ROAD,SYLMAR,34.29347705,-118.4024477
S BAR S QUARRY,L10005044718,LAND DISPOSAL SITE,OPEN,HWY 29,LOWER LAKE,38.9298734,-122.7573929
S.K. EGG CITY (EGGS WEST; S & K RANCH),T10000005294,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,500 BLOCK OF W. LOS ANGELES AVE (550 W. LOS ANGELES AVE),MOORPARK,34.327254,-118.9482195
S.M.S. BRINERS,L10001877851,LAND DISPOSAL SITE,OPEN,17750 FARMINGTON,STOCKTON,37.938072,-121.096525
SA RECYCLING LLC,WDD100008949,LAND DISPOSAL SITE,OPEN - OPERATING,29250 RIO DEL SOL ROAD,THOUSAND PALMS,33.83763,-116.40514
SAKAGUCHI COMPOSTING,T10000005299,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,2176 PLEASANT VALLEY ROAD,CAMARILLO,34.2046255,-119.0429758
"SALADO CREEK ENTERPRISES,LLC",L10007429136,LAND DISPOSAL SITE,OPEN,38155 MONROE ST,INDIO,33.77102,-116.234195
SALTON CITY SOLID WASTE SITE,L10005850536,LAND DISPOSAL SITE,OPEN - OPERATING,DUMP RD OFF HWY 86,SALTON CITY,33.23140434,-115.9813883
SALTON SEA I & II       03-127,L10007122863,LAND DISPOSAL SITE,OPEN - INACTIVE,6920 LACK RD,CALIPATRIA,33.15555947,-115.6380592
SALTON SEA III          03-128,L10002277529,LAND DISPOSAL SITE,OPEN - INACTIVE,6922 KRUMMER RD,CALIPATRIA,33.15560863,-115.6381298
SALTON SEA UNIT III  94-084,L10006428178,LAND DISPOSAL SITE,OPEN - INACTIVE,6922 KRUMMER RD,CALIPATRIA,33.15561761,-115.6381727
SALTON SEA UNIT VI,L10002862350,LAND DISPOSAL SITE,OPEN - INACTIVE,7030 GENTRY ROAD,CALIPATRIA,33.15556371,-115.6381405
SALTON SEA UNITS I&II 94-082,L10002555223,LAND DISPOSAL SITE,OPEN - INACTIVE,6920 LACK RD,CALIPATRIA,33.15563132,-115.6381451
SAN ARDO CLOSED DISPOSAL SITE,L10001928523,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,CATTLEMAN RD & HWY 101,SAN ARDO,36.01172076,-120.9188318
SAN ARDO OIL FIELD - CHEVRON WELLS/BORING WASTE REUSE WPMF,T10000011076,LAND DISPOSAL SITE,OPEN - OPERATING,66575 SARGENTS ROAD,SAN ARDO,35.95671,-120.86387
SAN BERNARDINO BRINE PONDS,L10006519231,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,399 CHANDLER PLACE,SAN BERNARDINO,34.0775,-117.2921
SAN CLEMENTE BURN DUMP,L10003591912,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,VISTA BAHIA PARK,SAN CLEMENTE,33.41032593,-117.5917339
SAN CLEMENTE ISLAND LANDFILL,T10000002329,LAND DISPOSAL SITE,OPEN - OPERATING,SAN CLEMENTE RIDGE ROAD,SAN CLEMENTE ISLAND,32.96454881,-118.5384893
SAN DIEGO GAS & ELECTRIC - MORENO VALLEY COMP STA (BR PONDS),L10005582802,LAND DISPOSAL SITE,OPEN - OPERATING,14601 VIRGINIA,MORENO VALLEY,33.9071,-117.121
SAN DIMAS COMMUNITY DUMP,T10000006215,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,600 SOUTH SAN DIMAS AVENUE,SAN DIMAS,34.09998438,-117.8058369
SAN GABRIEL CITY LANDFILL,T10000004312,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,911 (927?) EAST GRAND AVE,SAN GABRIEL,34.09302627,-118.0880175
SAN GABRIEL VALLEY DISPOSAL,T10000004947,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,FORMATION OF WASTE DISPOSAL DISTRICT,SAN GABRIEL VALLEY,34.02126687,-118.0127124
SAN JOAQUIN AIR,L10007016417,LAND DISPOSAL SITE,OPEN,12145  N DEVRIES ROAD,LODI,38.091484,-121.358044
SAN JOAQUIN CO M.A.D.,L10006437103,LAND DISPOSAL SITE,OPEN,5503 AIRPORT,SAN JOAQUIN COUNTY,37.89234,-121.251114
SAN JOAQUIN LANDFILL (CLOSED),L10008449315,LAND DISPOSAL SITE,PRE-TITLE 27 CAI - CLOSED/WITH MONITORING,SOUTHEAST INTERSECTION OF FAIRCHILD RD AND MACARTHUR BLVD,IRVINE,33.65336643,-117.8585761
SAN JUAN RIDGE MINE,T10000016194,LAND DISPOSAL SITE,OPEN - PROPOSED,NONE,NORTH COLUMBIA,39.36578,-120.98045
SAN MARCOS II SANITARY LANDFILL,L10006325553,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,1055 SAN ELIJO ROAD,SAN MARCOS,33.08956403,-117.1973634
SAN MARINO CITY LANDFILL,T10000004305,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,212 EAST LIVE OAK AVENUE,IRWINDALE,34.11024815,-118.0009921
SAN MARTIN CLOSED LANDFILL,L10002646854,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED - LAND USE RESTRICTIONS,14070 LLAGAS,GILROY,37.096347,-121.61072
SAN NICOLAS ISLAND LANDFILL,T10000004485,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,POINT MUGU (MIL RES),POINT MUGU (MIL RES),33.25591502,-119.4797301
SAN ONOFRE SANITARY LANDFILL,L10009724563,LAND DISPOSAL SITE,OPEN - OPERATING,"BASILONE RD, E OF BASILONE GT",CAMP PENDLETON,33.3982257,-117.541008
SAN PASQUAL ACADEMY LANDFILL,L10002537815,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,17701 SAN PASQUAL VALLEY,SAN PASQUAL,33.0849077,-116.9487548
SAN PASQUAL VALLEY SOILS COMPOSTING FACILITY,T10000013361,LAND DISPOSAL SITE,OPEN - OPERATING,16111 OLD MILKY WAY,ESCONDIDO,33.0873,-116.99543
SAN QUENTIN SOLID WASTE DIST,L10008112304,LAND DISPOSAL SITE,OPEN,1615 FRANCISCO BLVD,SAN RAFAEL,37.950323,-122.494766
SAN TIMOTEO CYN LANDFILL,L10001343360,LAND DISPOSAL SITE,OPEN - OPERATING,SAN TIMOTEO CANYON,REDLANDS,34.012723,-117.211864
SANBORN COUNTY PARK,T10000000068,LAND DISPOSAL SITE,OPEN - REMEDIATION,298 GARDEN HILL,LOS GATOS,37.245269,-121.962777
SANCHEZ & SANCHEZ GRAIN,L10004977932,LAND DISPOSAL SITE,OPEN - INACTIVE,HOUSTON AVE & SPRR,HANFORD,36.2988121,-119.6608485
SAND CITY DUMP SITE,L10007495248,LAND DISPOSAL SITE,OPEN - INACTIVE,HWY 1 AT SAND CITY EXIT,SAND CITY,36.62418402,-121.8447755
SANDARD OIL COMPANY - WHITTIER,T10000005076,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,NORTH END CATALINA AVE (WHITTIER OIL FIELD),WHITTIER,33.97931967,-118.0035972
SANTA BARBARA CITY DUMP,L10006115338,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,MONTECITO AND GARDEN STREETS,SANTA BARBARA,34.41572556,-119.686861
SANTA CLARA ALL PURPOSE LANDFILL,L10006514573,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,5500 LAFAYETTE STREET,SANTA CLARA,37.41085557,-121.9703514
SANTA CLARITA COMPOSTING - FOOTHILL SOILS,L10009947909,LAND DISPOSAL SITE,OPEN - VERIFICATION MONITORING,22925 COLTRANE,NEWHALL,34.34092299,-118.5276974
SANTA CRUZ CLASS III LANDFILL,L10003334990,LAND DISPOSAL SITE,OPEN - OPERATING,605 DIMEO LANE,SANTA CRUZ,36.9768,-122.1058
SANTA MARIA AIRPORT LANDFILL,L10004824119,LAND DISPOSAL SITE,OPEN - INACTIVE,FOSTER RD AT BLOSSER,SANTA MARIA,34.883659,-120.454308
SANTA MARIA ENERGY WASTE PILE MANAGEMENT FACILITY,T10000006350,LAND DISPOSAL SITE,OPEN - OPERATING,7980 EAST SAN ANTONIO,SANTA MARIA,34.81126,-120.39449
"SANTA MARIA INTEGRATED WASTE MANAGEMENT FACILITY, LOS FLORES RANCH",T10000003494,LAND DISPOSAL SITE,OPEN - PROPOSED,DOMINION ROAD,SANTA MARIA,34.822222,-120.348333
SANTA MARIA REGIONAL WASTE MANAGEMENT FACILITY,L10008198797,LAND DISPOSAL SITE,OPEN - OPERATING,2065 EAST MAIN ST,SANTA MARIA,34.948226,-120.379624
SANTA MONICA CORPORATION YARD,T10000004300,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,2500 MICHIGAN AVENUE,SANTA MONICA,34.02669972,-118.4668579
SANTA MONICTY CITY (NO. 1) LANDFILL,T10000005487,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,26TH AND COLORADO,SANTA MONICA,34.02736569,-118.4648936
SANTA PAULA,T10000009329,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,114 SANTA MARIA STREET,SANTA PAULA,34.34128,-119.07201
SANTA PAULA CITY LANDFILL,T10000004470,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,114 SANTA MARIA STREET (SOUTH OF TOWN),SANTA PAULA,34.34416481,-119.0666165
SANTA PAULA JUNIOR CHAMBER OF COMMERCE,T10000004867,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,680 FEET FRONTAGE ON 1300 BLOCK OF EAST HARVARD STREET,SANTA PAULA,34.3498801,-119.0607472
SANTIAGO CANYON LANDFILL,L10008585215,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,3099 SANTIAGO CANYON RD.,VILLA PARK,33.77935071,-117.7334282
SATICOY COUNTY 1962,T10000006583,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,N. BANK DRIVE,SATICOY,34.27361651,-119.1507961
SAVAGE CANYON LANDFILL,L10006025754,LAND DISPOSAL SITE,OPEN - OPERATING,13919 PENN,WHITTIER,33.97959521,-118.0182266
SAVING LOST SOULS FOR CHRIST GOLD MINE,T10000016221,LAND DISPOSAL SITE,OPEN - INACTIVE,#1 RED OAK CANYON RD,DOWNIEVILLE,39.6376701,-120.7700178
SAWMILL CLASS III LANDFILL,L10008477723,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,7 MI S OF LITTLE LAKE,LITTLE LAKE,35.84719571,-117.87328
SCG - SOUTH NEEDLES COMPRESSOR STATION,T10000007837,LAND DISPOSAL SITE,OPEN - VERIFICATION MONITORING,SR 95,NEEDLES,34.69907,-114.60807
SCG- BLYTHE COMPRSSOR 00-115,L10006629681,LAND DISPOSAL SITE,OPEN - OPERATING,13100 WEST 14TH STREET,BLYTHE,33.603087,-114.643815
SCHOLL CANYON LANDFILL,L10009414153,LAND DISPOSAL SITE,OPEN - OPERATING,7721 FIGUEROA,GLENDALE,34.15585558,-118.1956506
SCOTTS COMPOSTING FACILITY,L10006716790,LAND DISPOSAL SITE,OPEN,23390 FLOOD RD,LINDEN,38.006349,-121.026556
SDG&E - 32ND ST. NAVSTA GT,L10009042124,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,BLDG 3427 SURFACE NAVY BLVD,SAN DIEGO,32.68979156,-117.1250296
SEBASTOPOL CITY BURN DUMP,L10005604025,LAND DISPOSAL SITE,OPEN,275 MORRIS ST,SEBASTOPOL,38.404958,-122.819605
SECOND IMPERIAL GEO  93-025,L10007380033,LAND DISPOSAL SITE,OPEN,855 DOGWOOD RD,HEBER,32.712984,-115.534161
SEGS 1 & 2: THREE SURFACE IMPOUNDMENTS AND LAND TREATMENT UNIT,L10001994035,LAND DISPOSAL SITE,OPEN - CLOSING/WITH MONITORING,35100 SANTA FE RD,DAGGETT,34.85832705,-116.8196011
SEGS 3-7: BIOREMEDIATION UNIT AND LANDFARM,L10006183000,LAND DISPOSAL SITE,OPEN,41100 HWY 395,BORON,35.01794201,-117.568903
SEGS 3-7: THREE SURFACE IMPOUNDMENTS,L10006039286,LAND DISPOSAL SITE,OPEN,41100 HWY 395,BORON,35.01193175,-117.5494194
SEGS 8 & 9: THREE SURFACE IMPOUNDMENTS AND LAND TREATMENT UNIT,L10007539927,LAND DISPOSAL SITE,OPEN,43880 HARPER LAKE RD,HINKLEY,35.03098032,-117.3526955
SEGS X,L10008091929,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,41100 HWY 395,BORON,35.03259678,-117.3358297
"SENKO, INC. COMPOSTING FACILITY",T10000011253,LAND DISPOSAL SITE,OPEN - PROPOSED,14651 N. BRYMAN ROAD,ORO GRANDE,34.64746,-117.34492
"SENTINEL PEAK (FORMERLY FREEPORT MCMORAN, FORMERLY PXP) WPMF & REUSE AREAS - ARROYO GRANDE OILFIELD FACILITY",SL0607985157,LAND DISPOSAL SITE,OPEN - OPERATING,1821 PRICE CANYON ROAD,SAN LUIS OBISPO,35.1122,-120.3344
"SENTINEL PEAK (FORMERLY FREEPORT MCMORAN, FORMERLY PXP) WPMF & REUSE AREAS, LOMPOC FIELD",SL0608370202,LAND DISPOSAL SITE,OPEN - OPERATING,3602 HARRIS GRANDE ROAD,LOMPOC,34.71082,-120.39782
SESPE LAND AND WATER COMPANY,T10000004878,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,"SO. TELEGRAPH RD, ADJACENT E. FILLMORE CITY BOUNDARY (ADJACENT TO POLE CREEK & SANTA CLARA RIV.",FILLMORE,34.39973932,-118.9029834
SHAFFER ROAD LANDFILL,L10003901069,LAND DISPOSAL SITE,OPEN,SHAFFER,WINTON,37.44814294,-120.5966165
SHAFTER BURN DUMP,L10009869916,LAND DISPOSAL SITE,OPEN,BURBANK & PALM,SHAFTER,35.4710309,-119.3502985
SHAFTER-WASCO SANITARY LANDFIL,L10003029180,LAND DISPOSAL SITE,OPEN,17621 SCOFIELD,SHAFTER,35.51143599,-119.4073845
SHAHAROLD MINE,L10008515754,LAND DISPOSAL SITE,OPEN,STATE HWY 58,KRAMER JUNCTION,34.92383596,-117.4661851
SHARP PROJECT,L10002371913,LAND DISPOSAL SITE,OPEN,12381 SNOWSHOE CT,TRUCKEE,39.303201,-120.153698
SHELDON-ARLETA LANDFILL,L10008273857,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,SHELDON-ARLETA,LOS ANGELES,34.22691366,-118.4074891
SHEWEY ENVIRONMENT FACILITY,L10002398978,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,9310 FRIARS RD,SAN DIEGO,32.785792,-117.125027
SHILOH RANCH,L10007100642,LAND DISPOSAL SITE,OPEN,10250 CROW CANYON,CASTRO VALLEY,37.752105,-122.034794
SHILOH SOILD WASTE DISPOSAL SITE (FAUGHT,T0609791218,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,SHILOH ROAD,WINDSOR,38.53531187,-122.7514269
SHINOHARA FARMS,T0608195778,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,4705 OTAY VALLEY RD,CHULA VISTA,32.594208,-117.042898
SHINOHARA I BURN SITE,L10008014644,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,4705 OTAY VALLEY,CHULA VISTA,32.59382911,-117.0307446
SHINOHARA II BURN SITE,L10009070811,LAND DISPOSAL SITE,OPEN - CLOSING/WITH MONITORING,4750 OTAY VALLEY,CHULA VISTA,32.59165969,-117.031002
SHORELINE REGIONAL PARK,L10009561125,LAND DISPOSAL SITE,OPEN,NORTH END OF N SHORELINE BLVD,MOUNTAIN VIEW,37.43178775,-122.0872681
SHOSHONE CLASS III LANDFILL,L10008891478,LAND DISPOSAL SITE,OPEN - CLOSING/WITH MONITORING,1.5 MI SE OF SHOSHONE,SHOSHONE,35.970261,-116.245952
SHUMAKE PROJECT,L10003439498,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,8941 W BACKUS RD,MOJAVE,34.950891,-118.290693
SIERRA ARMY DEPOT SWDS,L10005801657,LAND DISPOSAL SITE,OPEN - OPERATING,,HERLONG,40.16301979,-120.1602796
SIERRA CATTLE COMPANY,L10002821201,LAND DISPOSAL SITE,OPEN,ROAD 188,LINDSAY,36.199474,-119.153598
SIERRA CONSERVATION CENTER,L10001487851,LAND DISPOSAL SITE,OPEN,5100 O' BYRNES FERRY ROAD,JAMESTOWN,37.89050605,-120.5409603
"SIERRA PACIFIC INDUSTRIES-MARTELL WOOD WASTE LANDFILL, ASH DISPOSAL AREA, & FUNGICIDE DIP TANK AREA",L10003659506,LAND DISPOSAL SITE,OPEN,INTERSECTION OF STATE HIGHWAYS 49 & 88,MARTELL,38.364945,-120.805879
SIERRA POINT LANDFILL,L10009492010,LAND DISPOSAL SITE,OPEN,1000 MARINA,BRISBANE,37.674378,-122.387699
SIERRA SUNTOWER LLC SIERRA SUNTOWER GENERATING STATION,T10000002837,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,405 WEST AVENUE G,LANCASTER,34.73302506,-118.1356645
SIMI VALLEY LANDFILL,L10001396701,LAND DISPOSAL SITE,OPEN - OPERATING,2801 MADERA,SIMI VALLEY,34.29466478,-118.7967968
SIMONSON LUMBER COMPANY WOODWASTE DISPOS,T0601591300,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,SMITH RIVER,41.939,-124.157
SIMPSON DERSCH RD CL III LNDFL,L10005931194,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,DERSCH RD,ANDERSON,40.47998972,-122.2167635
SIMPSON GRADING - PASADENA,T10000005071,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,200 E. LIVE OAK AVENUE,IRWINDALE,34.11049704,-118.0029312
SIMPSON RESOURCES KLAMATH WWDS,L10002940043,LAND DISPOSAL SITE,OPEN,HIGHWAY 101,KLAMATH,41.489925,-124.048246
SIMPSON RESOURCES KORBEL WWDS,L10004146688,LAND DISPOSAL SITE,OPEN,165 MAPLE CREEK,KORBEL,40.864713,-123.949194
SIMPSON TIMBER COMPANY - ARROW MILLS WOO,T0601591283,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,TERWER ROAD,KLAMATH,41.510823,-123.991972
SINGLETON RD LANDFILL,L10002204015,LAND DISPOSAL SITE,OPEN,SINGLETON AVENUE,SAN JOSE,37.290578,-121.83036
SISK RANCH GW EXTR/TRMT SYSTEM,L10009869651,LAND DISPOSAL SITE,OPEN,3666 SERVICE,MODESTO,37.578616,-121.05979
SISKIYOU CO HAPPY CAMP SWDS,L10005929186,LAND DISPOSAL SITE,OPEN,HIGHWAY 96,HAPPY CAMP,41.806269,-123.369287
SISKIYOU COUNTY - BRAY SITE BURN DUMP,T0609391267,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,BRAY,41.644,-121.97
SISKIYOU COUNTY - CALLAHAN BURN DUMP,T0609391276,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,CALLAHAN,41.337,-122.77
SISKIYOU COUNTY - ETNA BURN DUMP,T0609391215,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,ETNA,41.475,-122.903
SISKIYOU COUNTY - FORT JONES BURN DUMP,T0609391216,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,FORT JONES,41.638,-122.889
SISKIYOU COUNTY - GAZELLE  BURN DUMP,T0609391295,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,GAZELLE,41.469,-122.642
SISKIYOU COUNTY - GRANADA BURN DUMP,T0609391269,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,GRANADA,41.5,-122.6
SISKIYOU COUNTY - GREENVIEW BURN DUMP,T0609391217,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,GREENVILLE,40.169,-120.871
SISKIYOU COUNTY - HORNBROOK BURN DUMP,T0609391249,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,HORNBROOK,41.91,-122.554
SISKIYOU COUNTY - HORSECREEK SITE BURN D,T0609391258,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,HORSECREEK,41.824,-122.996
SISKIYOU COUNTY - KELLY GULCH LANDFILL,T0609391147,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,KELLY GULCH,41.5,-122.6
SISKIYOU COUNTY - LITTLE SHASTA BURN DUM,T0609391250,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,LITTLE SHASTA,41.712,-122.39
SISKIYOU COUNTY - OAK BOTTOM SOLID LANDF,T0609391307,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,OAK BOTTOM,41.5,-122.6
SISKIYOU COUNTY - SCOTT BAR BURN DUMP,T0609391259,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,SCOTT BAR,41.73,-123.002
SISKIYOU COUNTY DORRIS BURN DUMP,T0609391268,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,DORRIS,41.935,-122.001
SKINNER PLANT LANDFILL,L10007260011,LAND DISPOSAL SITE,OPEN - OPERATING,33740 BOREL ROAD,WINCHESTER,33.579604,-117.083587
"SLOVER BROS. TRUCKING, INC. COMPOSTING FACILITY",WDD100012509,LAND DISPOSAL SITE,OPEN - OPERATING,14792 AVENUE 248,TULARE,36.24178,-119.24303
SMITH & THOMPSON WTF,L10001287451,LAND DISPOSAL SITE,OPEN,230 WEST AVE J-9,LANCASTER,34.689411,-118.131438
SNOW CAPS MINE,L10009874923,LAND DISPOSAL SITE,OPEN,5.5 MILES E OF INDEPENDENCE,INDEPENDENCE,36.82316468,-118.102684
