"TRI FACILITY REPORT","TRI FACILITY ID","FACILITY NAME","ADDRESS","COUNTY NAME","LATITUDELONGITUDE","TOTAL FORMS","LAST FORM","RISK SCREENING","P2 REPORT"
"","92128HRCTC13330","TERADYNE CIRCUITS SAN DIEGO","13330 EVENING CREEK DR NSAN DIEGO, CA 92128","SAN DIEGO","32.95913, -117.09541","58","2002","N/A",""
"","91301TRDYN30801","TERADYNE INC","30801 AGOURA RDAGOURA HILLS, CA 91301","LOS ANGELES","34.14448, -118.79132","5","1992","N/A",""
"","91362TRDYN3500W","TERADYNE INC","3500 WILLOW LNTHOUSAND OAKS, CA 91362","VENTURA","34.16339, -118.83455","1","2001","N/A",""
"","91739MSDVT12459","TERVITA US OPERATIONS LLC","12459-B ARROW RTRANCHO CUCAMONGA, CA 91739","SAN BERNARDINO","34.099028, -117.53285","13","2017","Report",""
"","94538NWNTD45500","TESLA INC","45500 FREMONT BLVDFREMONT, CA 94538","ALAMEDA","37.49634, -121.94826","533","2018","Report",""
"","9533WTSLNC1826H","TESLA INC","18260 HARLAN RDLATHROP, CA 95330","SAN JOAQUIN","37.800129, -121.296616","6","2018","N/A",""
"","92316RCCLT2395S","TESORO COLTON TERMINAL","2395 E RIVERSIDE AVEBLOOMINGTON, CA 92316","SAN BERNARDINO","34.05783, -117.37024","224","2018","Report",""
"","90805RCPRD5905P","TESORO EAST HYNES TERMINAL","5905 PARAMOUNT BLVDLONG BEACH, CA 90805","LOS ANGELES","33.862483, -118.159907","277","2018","Report",""
"","90806DGNGT2350H","TESORO HATHAWAY TERMINAL","2350 OBISPO AVESIGNAL HILL, CA 90755","LOS ANGELES","33.79961, -118.155711","255","2018","Report",""
"","9520WTSRLG33NAV","TESORO LOGISTICS OPERATIONS LLC STOCKTON TERMINAL","3003 NAVY DRIVESTOCKTON, CA 95206","SAN JOAQUIN","37.942247, -121.334689","38","2018","Report",""
"","90813TXCRF2050E","TESORO LONG BEACH TERMINAL","820 CARRACK AVELONG BEACH, CA 90813","LOS ANGELES","33.772696, -118.224004","244","2018","Report",""
"","90749RCPRD1801E","TESORO LOS ANGELES REFINERY-CARSON OPERATIONS","2350 E 223RD STCARSON, CA 90810","LOS ANGELES","33.81323, -118.24298","3825","2018","Report",""
"","90813RCPRD1300P","TESORO MARINE TERMINAL 2","1300 PIER B STLONG BEACH, CA 90813","LOS ANGELES","33.777711, -118.209574","294","2018","Report",""
"","90813RCPRD1400P","TESORO MARINE TERMINAL 3","1400 PIER C STREETLONG BEACH, CA 90813","LOS ANGELES","33.773273, -118.212077","127","2018","Report",""
"","94553TSCCRAVONR","TESORO REFINING & MARKETING CO LLC","150 SOLANO WAYMARTINEZ, CA 94553","CONTRA COSTA","38.0251, -122.0639","845","2018","Report",""
"","92113RCSND2295E","TESORO SAN DIEGO TERMINAL","2295 HARBOR DRSAN DIEGO, CA 92113","SAN DIEGO","32.6941, -117.14152","188","2018","Report",""
"","90280RCPRD8601S","TESORO VINVALE TERMINAL","8601 S GARFIELD AVESOUTH GATE, CA 90280","LOS ANGELES","33.95277, -118.16408","229","2018","Report",""
"","90748RCCQC1175C","TESORO WILMINGTON CALCINER","2450 PIER B STLONG BEACH, CA 90813","LOS ANGELES","33.7762, -118.2279","89","2018","Report",""
"","93725GFRML5427E","TESSENDERLO KERLEY INC FRESNO PLANT","5427 E CENTRAL AVEFRESNO, CA 93725","FRESNO","36.67819, -119.69202","251","2018","Report",""
"","9323WTSSND1724E","TESSENDERLO KERLEY INC HANFORD PLANT","10724 ENERGY STHANFORD, CA 93230","KINGS","36.271276, -119.649938","14","2018","Report",""
"","91733TXCMN329ND","TEXACO MONTEBELLO RESEARCH  LABS","329 N DURFEE AVESOUTH EL MONTE, CA 91733","LOS ANGELES","34.0294, -118.05974","10","1993","N/A",""
"","95060SLCNS2300D","TEXAS INSTRUMENTS INC","2300 DELAWARE AVESANTA CRUZ, CA 95060","SANTA CRUZ","36.95464, -122.05832","62","2001","N/A",""
"","90637TXTNN15300","TEXTONE INC","15300 VALLEY VIEW AVELA MIRADA, CA 906373033","LOS ANGELES","33.89259, -118.02903","3","1987","N/A",""
"","91320PTTCH950RA","TEXTRON FILTRATION SYSTEMS INC","950 RANCHO CONEJO BLVDNEWBURY PARK, CA 91320","VENTURA","34.1921, -118.92333","5","1991","N/A",""
"","90003TXTRD5950S","TEXTURED COATINGS OF AMERICA INC","5950 S AVALON BLVDLOS ANGELES, CA 90003","LOS ANGELES","33.98589, -118.2652","62","2018","N/A",""
"","9582WTHTCH8625U","THATCHER CO OF CALIFORNIA","8625 UNSWORTH AVESACRAMENTO, CA 95828","SACRAMENTO","38.522781, -121.383917","2","2018","N/A",""
"","95206SRRCH1010I","THATCHER CO OF CALIFORNIA INC","1010 INDUSTRIAL DRSTOCKTON, CA 95206","SAN JOAQUIN","37.90999, -121.26234","26","2018","Report",""
"","90245BNGST2240E","THE BOEING CO","2060 E IMPERIAL HWYEL SEGUNDO, CA 90245","LOS ANGELES","33.93086, -118.38405","18","2018","Report",""
"","93550RCKWL1500A","THE BOEING CO","1500 E AVE M M C 841-PL01PALMDALE, CA 93550","LOS ANGELES","34.645892, -118.103397","24","2014","Report",""
"","91731MCGLL4056E","THE GILL CORP","4056 EASY STEL MONTE, CA 91731","LOS ANGELES","34.08291, -118.06062","144","2018","Report",""
"","90040FDRLP6001S","THE NEWARK GROUP","6001 S EASTERN AVELOS ANGELES, CA 90040","LOS ANGELES","33.98214, -118.16271","24","2018","Report",""
"","93454LPCFD732SH","THE PICTSWEET CO - SANTA MARIA CA PLANT","732 S HANSON WAYSANTA MARIA, CA 93458","SANTA BARBARA","34.945127, -120.458538","41","2018","Report",""
"","93030PRCTR800NO","THE PROCTER & GAMBLE PAPER PRODUCT CO","800 N RICE AVEOXNARD, CA 93030","VENTURA","34.20915, -119.14208","62","2018","Report",""
"","92606SNDCT16901","THE SOUNDCOAT CO  INC","16901 ARMSTRONG AVEIRVINE, CA 92606","ORANGE","33.69649, -117.84108","16","2016","Report",""
"","90022THRMD5119D","THERMADOR/WASTE KING","5119 DISTRICT BLVDLOS ANGELES, CA 90040","LOS ANGELES","33.9943, -118.18402","4","1991","N/A",""
"","91761DNHMB4850E","THERMAL DYNAMICS CORP","4850 E AIRPORT DRONTARIO, CA 91761","SAN BERNARDINO","34.0627, -117.54665","44","2006","N/A",""
"","91761THRML265EC","THERMAL DYNAMICS INTERNATIONAL","2605 E CEDAR STONTARIO, CA 91761","SAN BERNARDINO","34.03742, -117.59528","1","2003","N/A",""
"","92408DNLRD1390S","THERMAL SOLUTIONS MANUFACTURING INC","1390 S TIPPECANOE AVE SUITE BSAN BERNARDINO, CA 92408","SAN BERNARDINO","34.07603, -117.25977","48","2018","Report",""
"","91730THRML8886W","THERMALRITE","8886 WHITE OAK AVERANCHO CUCAMONGA, CA 91730","SAN BERNARDINO","34.092424, -117.56533","5","2018","N/A",""
"","91761THRML4215A","THERMALRITE","4215 AIRPORT DRONTARIO, CA 91761","SAN BERNARDINO","34.06284, -117.56206","5","2013","N/A",""
"","92714BRCLW2851A","THERMAX BELDEN CDT INC","2851 ALTON PKWYIRVINE, CA 92606","ORANGE","33.703545, -117.908348","9","2004","N/A",""
"","92668THRMC1465N","THERMCO SYS","1465 N BATAVIA STORANGE, CA 92667","ORANGE","33.81174, -117.86244","4","1990","N/A",""
"","92801THRMC1773W","THERMECH ENGINEERING CORP","1773 W LINCOLN AVEANAHEIM, CA 92801","ORANGE","33.83257, -117.9448","4","1990","N/A",""
"","94545THRMN3118D","THERMIONICS METAL PROCESSING INC","3118 DEPOT RDHAYWARD, CA 94545","ALAMEDA","37.638558, -122.120886","30","2016","Report",""
"","93003THNGP264EA","THINGAP","2064 EASTMAN AVE STE 107VENTURA, CA 93003","VENTURA","34.25477, -119.230034","1","2003","N/A",""
"","90032THMSB4371V","THOMAS & BETTS CORP","4371 VALLEY BLVDLOS ANGELES, CA 90032","LOS ANGELES","34.06334, -118.19064","1","1991","N/A",""
"","92718THMSB76FAI","THOMAS & BETTS CORP","76 FAIRBANKSIRVINE, CA 92618","ORANGE","33.65815, -117.7138","10","1999","N/A",""
"","94577GRDCL2661A","THOMAS OUTDOOR LIGHTING","2661 ALVARADO STSAN LEANDRO, CA 94577","ALAMEDA","37.7098, -122.155","4","1990","N/A",""
"","91710THMPS4832C","THOMPSON MANUFACTURING CO","4832 CHINO AVECHINO, CA 91710","SAN BERNARDINO","34.01172, -117.69946","4","1988","N/A",""
"","94710THRTC2448S","THORATEC LABORATORIES CORP","2448 6TH STBERKELEY, CA 94710","ALAMEDA","37.86029, -122.29518","1","1988","N/A",""
"","90222THRCK431EW","THOROCK METALS INC","431 E WEBER AVECOMPTON, CA 90222","LOS ANGELES","33.92007, -118.22122","42","2015","Report",""
"","9227WTHSND7246V","THOUSAND PALMS PLANT 26","72460 VARNER ROADTHOUSAND PALMS, CA 92276","RIVERSIDE","33.81305, -116.39855","10","2018","Report",""
"","90501THRBN2815H","THREEBOND INTERNATIONAL INC","20815 HIGGINS CTTORRANCE, CA 90501","LOS ANGELES","33.84087, -118.31043","9","2009","Report",""
"","91731THRFT9200T","THRIFTY-PAYLESS INC ICE CREAM DIV","9200 TELSTAR AVEEL MONTE, CA 91731","LOS ANGELES","34.068333, -118.068056","11","2014","Report",""
"","95367THNDR34PAT","THUNDERBOLT WOOD TREATING","3400 PATTERSON RDRIVERBANK, CA 95367","STANISLAUS","37.7327, -120.93324","76","2018","Report",""
"","94590DGSSL403RY","TIMET","403 RYDER STVALLEJO, CA 94590","SOLANO","38.09162, -122.25043","101","2018","N/A",""
"","92649TDZCN15701","TIODIZE CO INC","15701 IND US TRY LNHUNTINGTON BEACH, CA 92649","ORANGE","33.73432, -118.03362","24","2018","Report",""
"","92121TTNLC4215S","TITAN ELECTRONICS","4215 SORRENTO VALLEY BLVDSAN DIEGO, CA 92121","SAN DIEGO","32.90472, -117.2145","2","1992","N/A",""
"","91311TTNSS20151","TITAN SESCO","20151 NORDHOFF STCHATSWORTH, CA 91311","LOS ANGELES","34.2318, -118.57319","4","1990","N/A",""
"","90280STFFR4570A","TITAN TERMINAL &  TRANSPORT","4570 ARDINE STSOUTH GATE, CA 90280","LOS ANGELES","33.95735, -118.18782","20","2018","Report",""
"","91769TTCHN4000W","TITECH INTERNATIONAL INC","4000 W VALLEY BLVDPOMONA, CA 917693060","LOS ANGELES","34.03876, -117.82321","34","2000","N/A",""
"","92025TTLST1021W","TITLEIST & FOOT-JOY WORLDWIDE TITLEIST GOLF DIV","1021 W MISSION AVEESCONDIDO, CA 920251640","SAN DIEGO","33.12581, -117.0999","32","1999","N/A",""
"","95357TRMMS21SMC","TMI MODESTO","201 S MCCLURE RDMODESTO, CA 95357","STANISLAUS","37.63705, -120.92993","6","2009","N/A",""
"","90033BRCTN1021N","TMT-PATHWAY LLC","1021 N MISSION RDLOS ANGELES, CA 90033","LOS ANGELES","34.05947, -118.21583","142","2005","N/A",""
"","90222TNMCC417EA","TNEMEC CO INC","417 E WEBER STCOMPTON, CA 902221424","LOS ANGELES","33.92, -118.22184","47","1994","N/A",""
"","90731TDDPC710FR","TODD PACIFIC SHIPYARDS  CORP","710 FRONT STSAN PEDRO, CA 907311706","LOS ANGELES","33.749995, -118.28142","5","1987","N/A",""
"","92614TDDSX1722K","TODDS","1722 KETTERING STIRVINE, CA 92614","ORANGE","33.69724, -117.84657","1","2001","N/A",""
"","92614TDDSX2450W","TODDS","2450 WHITE RDIRVINE, CA 926146250","ORANGE","33.68096, -117.84681","1","2001","N/A",""
"","92879TLCNC1375S","TOLCO INC","1375 SAMPSON AVECORONA, CA 92879","RIVERSIDE","33.87846, -117.54259","3","2001","N/A",""
"","92408SCTFM1400E","TOMKINS CO","1400 E VICTORIA AVESAN BERNARDINO, CA 92408","SAN BERNARDINO","34.074313, -117.25729","33","2007","Report",""
"","91750SYNTH1400A","TONOGA INC (DBA TACONIC)","1400 ARROW HWYLA VERNE, CA 91750","LOS ANGELES","34.10052, -117.78371","34","2008","Report",""
"","92126HRCTC7770M","TOPPAN ELECTRONICS INC","7770 MIRAMAR RDSAN DIEGO, CA 921264298","SAN DIEGO","32.88546, -117.15023","105","2002","N/A",""
"","9453WTNCTD245CR","TORAY ADVANCED COMPOSITES","2450 CORDELIA ROADFAIRFIELD, CA 94534","SOLANO","38.229248, -122.076919","6","2018","Report",""
"","93637TRGRC1850W","TORO AGRICULTURAL IRRIGATION","1850 W ALMOND AVEMADERA, CA 936375214","MADERA","36.94558, -120.0802","3","2002","N/A",""
"","90509MBLLC3700W","TORRANCE REFINING CO LLC","3700 W 190TH STTORRANCE, CA 90504","LOS ANGELES","33.854967, -118.336907","927","2018","Report",""
"","94086TSHBM1220M","TOSHIBA AMERICA ELECTRONIC COMPONENTS INC","1220 MIDAS WAYSUNNYVALE, CA 940863509","SANTA CLARA","37.38522, -121.9922","6","1993","N/A",""
"","9455WTSHBM11PRT","TOSHIBA AMERICA ELECTRONIC COMPONENTS INC","101 PORTOLA AVE UNIT 109LIVERMORE, CA 94551","ALAMEDA","37.704466, -121.804111","2","2014","Report",""
"","93021FLDNK5360N","TOYO INK AMERICA","5360 N COMMERCE AVEMOORPARK, CA 93021","VENTURA","34.28229, -118.89889","8","2014","N/A",""
"","93455TRCRV2560S","TRACOR AVIATION INC","2560 SKYWAY DRSANTA MARIA, CA 934551507","SANTA BARBARA","34.91322, -120.4541","3","1989","N/A",""
"","90255TRDBS6600S","TRADE BUSINESS FORMS","6600 S SANTA FE AVEHUNTINGTON PARK, CA 90255","LOS ANGELES","33.9791, -118.2303","0","-","N/A",""
"","91731TRLCH9904G","TRAIL CHEMICAL CORP","9904 GIDLEY STEL MONTE, CA 91731","LOS ANGELES","34.08564, -118.05204","17","1994","N/A",""
"","92704TRLRT3100W","TRAIL-RITE INC","3100 W CENTRAL AVESANTA ANA, CA 92704","ORANGE","33.71292, -117.91107","9","1995","N/A",""
"","90660TRNSW7766I","TRANS WESTERN CHEMICALS INC.","7766 INDUSTRY AVEPICO RIVERA, CA 90660","LOS ANGELES","33.97614, -118.11374","36","2008","N/A",""
"","92626TRNSC3100P","TRANSCOM SYSTEMS","3100 PULLMANCOSTA MESA, CA 92626","ORANGE","33.6769, -117.8811","2","1988","N/A",""
"","9462WTRNSN11275","TRANSENE CO OAKLAND","1127 57TH AVEOAKLAND, CA 94621","ALAMEDA","37.76309, -122.20617","1","2018","N/A",""
"","9311WTRNSP115CA","TRANSPHORM INC - CASTILIAN DRIVE","115 CASTILIAN DRIVEGOLETA, CA 93117","SANTA BARBARA","34.432878, -119.861133","1","2018","N/A",""
"","90058TRLSN3301L","TRAULSEN & CO INC","3301 LEONIS BLVDVERNON, CA 90058","LOS ANGELES","34.00023, -118.20823","16","1995","N/A",""
"","92649TRVSN1561M","TRAVIS AMERICAN","15651 MOSHER AVETUSTIN, CA 92780","ORANGE","33.71597, -117.83679","27","2008","Report",""
"","92807TRVSN4030L","TRAVIS INDUSTRIES INC","4030 LEAVERTON STANAHEIM, CA 92807","ORANGE","33.86165, -117.82991","4","1993","N/A",""
"","92626TRDSN335EB","TRD USA INC.","335 E BAKER STCOSTA MESA, CA 92626","ORANGE","33.6766, -117.87424","5","2006","N/A",""
"","9329WTRHSP9945W","TREEHOUSE PRIVATE BRANDS","9945 W GOSHEN AVEVISALIA, CA 93291","TULARE","36.341674, -119.403036","1","2017","N/A",""
"","90245CRSTK251EM","TRELLEBORG SEALING SOLUTIONS EL SEGUNDO","2051 E MAPLE AVEEL SEGUNDO, CA 90245","LOS ANGELES","33.9269, -118.38931","17","2017","Report",""
"","90058TRMCN3060E","TREMCO INC MAINTENANCE DIV","3060 E 44TH STVERNON, CA 90058","LOS ANGELES","34.00378, -118.21388","2","1987","N/A",""
"","91745TRNDM17047","TREND MANOR FURNITURE","17047 E GALE AVECITY OF INDUSTRY, CA 91745","LOS ANGELES","34.00082, -117.93557","3","1993","N/A",""
"","90720TRNDF3722C","TREND OFFSET PRINTING SERVICES INC","3791 CATALINA STLOS ALAMITOS, CA 90720","ORANGE","33.80568, -118.066446","28","2018","Report",""
"","95131TRNDT2185O","TREND TECHNOLOGIES INC","2185 OLD OAKLAND RDSAN JOSE, CA 95131","SANTA CLARA","37.21517, -121.86405","2","2000","N/A",""
"","90746TRNDW17145","TRENDWEST FURNITURE MANUFACTURING CO","17145 MARGAY AVECARSON, CA 90746","LOS ANGELES","33.87604, -118.25819","9","1988","N/A",""
"","91763TRLLY10653","TRI ALLOY INC","10653 RAMONA AVENUEMONTCLAIR, CA 91763","SAN BERNARDINO","34.060776, -117.706993","25","2003","N/A",""
"","94539TRCTY2199W","TRI CITY CIRCUITS INC","2199 WARM SPRINGS CTFREMONT, CA 945396734","ALAMEDA","37.49866, -121.9371","3","1993","N/A",""
"","92621TRSTR351TH","TRI STAR ENG PRODS INC","351 THOR PLBREA, CA 92621","ORANGE","33.92332, -117.89161","2","1988","N/A",""
"","95381TRVLL495SO","TRI VALLEY GROWERS PLANT #6","495 SOUTH GOLDEN STATE BLVDTURLOCK, CA 95381","STANISLAUS","37.49178, -120.84273","10","1994","N/A",""
"","95201TRVLL3200E","TRI VALLEY GROWERS PLANT 4","3200 E EIGHT MILE RDSTOCKTON, CA 95212","SAN JOAQUIN","38.05742, -121.275766","5","1989","N/A",""
"","93635TRVLL12045","TRI VALLEY GROWERS PLANT 5","12045 S INGOMAR GRADELOS BANOS, CA 93635","MERCED","37.11465, -120.94311","8","1989","N/A",""
"","93639BRTLV12806","TRI VALLEY GROWERS PLANT 8","12806 RD 26MADERA, CA 93637","MADERA","36.922831, -120.074193","16","1999","N/A",""
"","95948TRVLL100VI","TRI VALLEY GROWERS PLANT G","100 VIRGINIA STGRIDLEY, CA 95948","BUTTE","39.35975, -121.69387","8","1992","N/A",""
"","95023TRVLL711SA","TRI VALLEY GROWERS PLANT H","711 SALLY STHOLLISTER, CA 95023","SAN BENITO","36.84994, -121.40014","3","1988","N/A",""
"","95354SWXXX736MA","TRI VALLEY GROWERS PLANT R","736 MARIPOSA RDMODESTO, CA 95354","STANISLAUS","37.62545, -120.93433","12","1996","N/A",""
"","95686TRVLL26200","TRI VALLEY GROWERS PLANT T","26200 NOWELL RDTHORNTON, CA 95686","SAN JOAQUIN","38.225, -121.423","10","1993","N/A",""
"","94560TRCTY6756C","TRI-CITY MARBLE","6756 CENTRAL AVENEWARK, CA 94560","ALAMEDA","37.52579, -122.02815","1","2004","N/A",""
"","93291TRXTW7182R","TRI-EX TOWER CORP","7182 RASMUSSEN AVEVISALIA, CA 93291","TULARE","36.34249, -119.41068","5","1990","N/A",""
"","90502TRLTM19780","TRI-LITE MFG CO INC","19780 PACIFIC GATEWAY DRTORRANCE, CA 90502","LOS ANGELES","33.85157, -118.29531","6","1992","N/A",""
"","90291TRSTR362MA","TRI-STAR ELECTRONICS INC","362 MAIN STVENICE, CA 90291","LOS ANGELES","33.994886, -118.476736","8","1989","N/A",""
"","90245TRSTR2201R","TRI-STAR ELECTRONICS INT'L INC","2201 ROSECRANS AVEEL SEGUNDO, CA 90245","LOS ANGELES","33.90195, -118.38482","42","2018","Report",""
"","92805TRSTR705ED","TRI-STAR ELECTRONICS INTEDRNATIONAL INC","705 E DEBRA LNANAHEIM, CA 92805","ORANGE","33.81338, -117.90215","7","2008","Report",""
"","9250WTRSTR42GAR","TRI-STAR ELECTRONICS INTERNATIONAL INC","4200 GARNER RDRIVERSIDE, CA 92501","RIVERSIDE","34.015905, -117.36727","12","2014","Report",""
"","9024WTRSTR1249R","TRI-STAR INDUSTRIAL PRODUCTS","12049 REGENTVIEW AVEDOWNEY, CA 90241","LOS ANGELES","33.92462, -118.11267","4","2018","N/A",""
"","93625TRNGL3193E","TRIANBLE ROCK PRODUCTS - FOWLER","3193 E MANNING AVEFOWLER, CA 93625","FRESNO","36.605412, -119.733315","7","2007","Report",""
"","90023TRNGL3528E","TRIANGLE BRASS MANUFACTURING CO INC","3528 EMERY STLOS ANGELES, CA 90023","LOS ANGELES","34.01414, -118.2018","7","1994","N/A",""
"","9455WTRNGL4763B","TRIANGLE COATINGS INC","4763 BENNETT DRLIVERMORE, CA 94551","ALAMEDA","37.69936, -121.73762","1","2016","N/A",""
"","94577TRNGL1930F","TRIANGLE COATINGS INC","1930 FAIRWAY DRSAN LEANDRO, CA 945775631","ALAMEDA","37.70305, -122.16914","42","2014","Report",""
"","95240TRNGL300SO","TRIANGLE PACIFIC CORP","300 S BECKMAN RDLODI, CA 95240","SAN JOAQUIN","38.12966, -121.25467","6","1992","N/A",""
"","94565TRNGL1666W","TRIANGLE PWC INC","1666 WILLOW PASS RDPITTSBURG, CA 94565","CONTRA COSTA","38.02675, -121.92388","17","1991","N/A",""
"","93635LSBNS2211S","TRIANGLE ROCK PRODUCTS","22101 SUNSET AVELOS BANOS, CA 93635","MERCED","37.02761, -120.89384","3","2009","Report",""
"","9006WTRBGN544MC","TRIBOGENICS","5440 MCCONNELL AVELOS ANGELES, CA 90066","LOS ANGELES","33.97783, -118.419224","1","2016","Report",""
"","95024TRCLN8770H","TRICAL INC","8770 HWY 25HOLLISTER, CA 95023","SAN BENITO","36.945854, -121.507067","86","2018","Report",""
"","93501NKLRC1667P","TRICAL MOJAVE","1667 PURDY AVEMOJAVE, CA 93501","KERN","35.028056, -118.160833","45","2018","Report",""
"","9004WTRCHR67RIC","TRICHROMATIC WEST","6070 RICKENBACKER ROADCOMMERCE, CA 90040","LOS ANGELES","33.988259, -118.154302","12","2018","N/A",""
"","90255TRCND3040E","TRICO IND INC","3040 E SLAUSON AVEHUNTINGTON PARK, CA 90255","LOS ANGELES","33.98919, -118.214465","9","1992","N/A",""
"","90502TRCND1206W","TRICO IND INC","1206 W 196TH STTORRANCE, CA 90502","LOS ANGELES","33.853209, -118.297672","11","1992","N/A",""
"","93308WTCCRCORNE","TRICOR REFINING LLC","1134 MANOR STBAKERSFIELD, CA 93308","KERN","35.4185, -119.0112","72","2018","Report",""
"","90040TRDNT2161S","TRIDENT PLATING INC","2161 SAYBROOK AVECITY OF COMMERCE, CA 900401717","LOS ANGELES","34.00342, -118.13876","1","1999","N/A",""
"","93101TRKTT305EH","TRIO KITTING INC","305 E HALEY STSANTA BARBARA, CA 93101","SANTA BARBARA","34.42032, -119.69179","1","2001","N/A",""
"","9135WTRMPH2815W","TRIUMPH ACTUATION SYSTEMS","28150 WEST HARRISON PARKWAYVALENCIA, CA 91355","LOS ANGELES","34.43948, -118.62704","13","2018","Report",""
"","90250NRTHRONENO","TRIUMPH AEROSPACE STRUCTURES","3901 JACK NORTHROP AVEHAWTHORNE, CA 90250","LOS ANGELES","33.92113, -118.334815","147","2018","Report",""
"","9050WTRMPH64ALA","TRIUMPH AEROSTRUCTURES (K6 FACILITY)","640 ALASKA AVETORRANCE, CA 90503","LOS ANGELES","33.840429, -118.331606","5","2018","Report",""
"","92020GGKTR203NJ","TRIUMPH FABRICATIONS - SAN DIEGO","203 N JOHNSON AVEEL CAJON, CA 92020","SAN DIEGO","32.7966, -116.97104","91","2018","Report",""
"","90262DVNDS2605I","TRIUMPH PROCESSING INC DBA AS VALENCE LYNWOOD","2588 & 2605 IND US TRY WAYLYNWOOD, CA 90262","LOS ANGELES","33.92348, -118.22696","40","2018","Report",""
"","92705MBPLT2144S","TRIUMPH PROCESSING-EMBEE DIV","2136 S HATHAWAYSANTA ANA, CA 92705","ORANGE","33.718399, -117.853707","96","2018","Report",""
"","90670TRJNB12380","TROJAN BATTERY CO LLC","12380 CLARK STSANTA FE SPRINGS, CA 90670","LOS ANGELES","33.93896, -118.06958","132","2018","Report",""
"","90670TRJNB9440A","TROJAN BATTERY CO LLC","9440 ANN STSANTA FE SPRINGS, CA 90670","LOS ANGELES","33.95508, -118.05694","128","2018","Report",""
"","91744TRPCN14380","TROPICANA PRODUCTS INC","240 N ORANGE AVECITY OF INDUSTRY, CA 91744","LOS ANGELES","34.037778, -117.976111","15","2018","Report",""
"","92590TRPTN4222S","TROPITONE FURNITURE CO","42202 SARAH WAYTEMECULA, CA 92590","RIVERSIDE","33.50976, -117.16679","16","2018","N/A",""
"","95776TRCKC1462T","TRUCK ACCESSORIES GROUP (DBA LEER WEST PLANT 2)","1462 TANFORAN AVE SUITE FWOODLAND, CA 95776","YOLO","38.69532, -121.75321","1","2001","N/A",""
"","95695LRWST1686E","TRUCK ACCESSORIES GROUP DBA TAG WEST","1686 E BEAMER STWOODLAND, CA 95776","YOLO","38.6845, -121.74323","76","2018","Report",""
"","9616WTRCKN12275","TRUCKEE NORTH TAHOE MATERIALS READY MIX PLANT","12275 PIONEER TRAILTRUCKEE, CA 96161","NEVADA","39.33704, -120.18371","20","2018","Report",""
"","90012TRFLX1667N","TRUFLEX RUBBER PRODS CO","1667 N MAIN STLOS ANGELES, CA 90012","LOS ANGELES","34.0676, -118.22607","6","2001","N/A",""
"","91710TRSJS5088E","TRUS JOIST MACMILLAN","5088 EDISON AVECHINO, CA 91710","SAN BERNARDINO","33.99728, -117.6935","47","1997","N/A",""
"","91331TRTHH12685","TRUTH HARDWARE","12685 VAN NUYS BLVDPACOIMA, CA 91331","LOS ANGELES","34.27599, -118.40855","6","2004","N/A",""
"","91006TWRTC205NS","TRW INC, SENSOR OPS ARCADIA FACILITY","205 N 2ND STARCADIA, CA 91006","LOS ANGELES","34.14258, -118.02523","3","1993","N/A",""
"","91702TRWTC6010N","TRW TECHNAR INC","6010 N IRWINDALE AVEIRWINDALE, CA 91702","LOS ANGELES","34.123262, -117.933748","2","1991","N/A",""
"","91706TRWTC5462N","TRW TECHNAR INC","5462 N IRWINDALE AVEIRWINDALE, CA 91706","LOS ANGELES","34.11257, -117.93397","7","1994","N/A",""
"","91773TRWSN936OV","TRW TECHNAR INC","936 OVERLAND CTSAN DIMAS, CA 91773","LOS ANGELES","34.10986, -117.82588","3","1994","N/A",""
"","95678NCLCT7501F","TSI SEMICONDUCTORS AMERICA LLC","7501 FOOTHILLS BLVDROSEVILLE, CA 95747","PLACER","38.77518, -121.31299","226","2018","Report",""
"","92335TMCXX11600","TST INC  DBA TIMCO DBA TANDE M INDUSTRIES","11601 ETIWANDA AVEFONTANA, CA 92337","SAN BERNARDINO","34.044083, -117.521861","207","2018","Report",""
"","90301LCTRT339SI","TTM PRINTED CIRCUIT GROUP INC. - LOS ANGELES DIV","8636 AVIATION BLVDINGLEWOOD, CA 90301","LOS ANGELES","33.9591, -118.37706","136","2010","Report",""
"","95125DTCRC355TU","TTM TECHNOLOGIES","355 TURTLE CREEK CTSAN JOSE, CA 95125","SANTA CLARA","37.30276, -121.87427","79","2018","Report",""
"","92111RGRSC7447C","TTM TECHNOLOGIES INC","5037 RUFFNER STSAN DIEGO, CA 92111","SAN DIEGO","32.83421, -117.15925","63","2018","Report",""
"","94587TYCPR30000","TTM TECHNOLOGIES INC HAYWARD UNION CITY","30000 EIGENBRODT WAYUNION CITY, CA 94587","ALAMEDA","37.61027, -122.07151","9","2009","Report",""
"","92704PWRCR2645S","TTM TECHNOLOGIES NA LLC","2630 S HARBOR BLVD.SANTA ANA, CA 92704","ORANGE","33.71149, -117.92179","100","2018","Report",""
"","9280WVSYST314EA","TTM TECHNOLOGIES NA LLC","3140 E CORONADO STANAHEIM, CA 92806","ORANGE","33.85513, -117.85636","29","2018","Report",""
"","95050SGMCR393MA","TTM TECHNOLOGIES NA LLC","407 MATHEW STSANTA CLARA, CA 95050","SANTA CLARA","37.36263, -121.93983","163","2018","Report",""
"","91752TTXCC10800","TTX CO CALPRO DIV","10800 SAN SEVAINE WAYMIRA LOMA, CA 91752","RIVERSIDE","34.017111, -117.51855","28","1999","N/A",""
